date,city,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,day_of_year,month,season_sin,season_cos,temp_lag_1,humidity_lag_1,temp_lag_2,humidity_lag_2,temp_lag_3,humidity_lag_3,temp_roll_mean_7,humidity_roll_mean_7,wind_roll_mean_7,target_next_day_temp
2025-02-08,Greater Noida,13.1,62.0,8.3,0.0,39,2,0.6216868902665479,0.7832658619336791,15.6,64.6,12.8,64.2,11.6,61.8,13.0,61.74285714285714,8.557142857142859,14.2
2025-02-09,Greater Noida,14.2,63.1,8.6,0.0,40,2,0.6350683134867438,0.7724559775191742,13.1,62.0,15.6,64.6,12.8,64.2,13.299999999999999,61.528571428571425,8.6,14.3
2025-02-10,Greater Noida,14.3,60.9,10.6,0.0,41,2,0.6482618097757122,0.7614175109532997,14.2,63.1,13.1,62.0,15.6,64.6,13.442857142857141,62.371428571428574,8.6,17.2
2025-02-11,Greater Noida,17.2,57.8,9.6,0.0,42,2,0.6612634749656386,0.7501537286959042,14.3,60.9,14.2,63.1,13.1,62.0,14.114285714285714,62.05714285714286,8.957142857142857,16.0
2025-02-12,Greater Noida,16.0,59.3,7.4,0.0,43,2,0.6740694616546161,0.7386679638813748,17.2,57.8,14.3,60.9,14.2,63.1,14.742857142857144,61.699999999999996,8.828571428571427,15.5
2025-02-13,Greater Noida,15.5,60.3,7.7,0.0,44,2,0.6866759803451553,0.726963615332308,16.0,59.3,17.2,57.8,14.3,60.9,15.128571428571428,61.142857142857146,9.014285714285714,16.7
2025-02-14,Greater Noida,16.7,60.0,9.5,0.0,45,2,0.6990793005655562,0.7150441465537444,15.5,60.3,16.0,59.3,17.2,57.8,15.285714285714286,60.48571428571428,8.814285714285715,13.3
2025-02-15,Greater Noida,13.3,52.4,7.9,0.0,46,2,0.7112757519738152,0.7029130847082615,16.7,60.0,15.5,60.3,16.0,59.3,15.314285714285715,59.11428571428571,8.757142857142856,16.4
2025-02-16,Greater Noida,16.4,58.3,5.7,0.0,47,2,0.7232617254437388,0.6905740195722294,13.3,52.4,16.7,60.0,15.5,60.3,15.62857142857143,58.42857142857143,8.342857142857143,19.4
2025-02-17,Greater Noida,19.4,59.9,8.8,0.0,48,2,0.7350336741329412,0.6780306024735382,16.4,58.3,13.3,52.4,16.7,60.0,16.357142857142858,58.285714285714285,8.085714285714287,17.1
2025-02-18,Greater Noida,17.1,58.5,6.7,0.0,49,2,0.746588114532413,0.6652865452111116,19.4,59.9,16.4,58.3,13.3,52.4,16.342857142857145,58.38571428571429,7.671428571428572,17.2
2025-02-19,Greater Noida,17.2,58.5,11.4,0.0,50,2,0.7579216274973472,0.6523456189565257,17.1,58.5,19.4,59.9,16.4,58.3,16.514285714285712,58.271428571428565,8.242857142857144,18.1
2025-02-20,Greater Noida,18.1,61.3,9.3,11.7,51,2,0.7690308592589181,0.6392116531380588,17.2,58.5,17.1,58.5,19.4,59.9,16.885714285714286,58.41428571428571,8.471428571428572,15.8
2025-02-21,Greater Noida,15.8,54.9,7.8,0.0,52,2,0.7799125224167177,0.6258885343075018,18.1,61.3,17.2,58.5,17.1,58.5,16.757142857142856,57.68571428571429,8.22857142857143,15.0
2025-02-22,Greater Noida,15.0,52.5,8.1,0.0,53,2,0.7905633969115482,0.612380204990065,15.8,54.9,18.1,61.3,17.2,58.5,17.0,57.7,8.257142857142858,15.7
2025-02-23,Greater Noida,15.7,57.5,6.4,0.0,54,2,0.8009803309782905,0.5986906625177214,15.0,52.5,15.8,54.9,18.1,61.3,16.9,57.58571428571429,8.357142857142858,18.5
2025-02-24,Greater Noida,18.5,61.8,7.6,0.0,55,2,0.8111602420785621,0.5848239578463322,15.7,57.5,15.0,52.5,15.8,54.9,16.771428571428572,57.857142857142854,8.185714285714287,17.5
2025-02-25,Greater Noida,17.5,65.4,10.8,0.0,56,2,0.8211001178128892,0.5707841943569036,18.5,61.8,15.7,57.5,15.0,52.5,16.82857142857143,58.84285714285715,8.771428571428572,20.6
2025-02-26,Greater Noida,20.6,61.6,12.7,0.0,57,2,0.8307970168121247,0.5565755266413303,17.5,65.4,18.5,61.8,15.7,57.5,17.314285714285713,59.285714285714285,8.957142857142857,18.5
2025-02-27,Greater Noida,18.5,52.5,10.5,0.0,58,2,0.8402480696078469,0.5422021592729844,20.6,61.6,17.5,65.4,18.5,61.8,17.37142857142857,58.02857142857143,9.128571428571428,16.5
2025-02-28,Greater Noida,16.5,57.3,9.3,0.0,59,2,0.8494504794814806,0.527668345562516,18.5,52.5,20.6,61.6,17.5,65.4,17.47142857142857,58.37142857142857,9.342857142857143,17.7
2025-03-01,Greater Noida,17.7,59.1,8.8,0.0,60,3,0.8584015232918917,0.512978386299228,16.5,57.3,18.5,52.5,20.6,61.6,17.857142857142858,59.31428571428571,9.442857142857141,15.8
2025-03-02,Greater Noida,15.8,58.6,8.1,0.0,61,3,0.8670985522812081,0.4981366284784055,17.7,59.1,16.5,57.3,18.5,52.5,17.87142857142857,59.471428571428575,9.685714285714285,19.6
2025-03-03,Greater Noida,19.6,59.9,12.7,0.0,62,3,0.8755389928586302,0.4831474640149687,15.8,58.6,17.7,59.1,16.5,57.3,18.02857142857143,59.2,10.414285714285715,19.9
2025-03-04,Greater Noida,19.9,53.9,9.3,0.0,63,3,0.8837203473619977,0.4680153284438345,19.6,59.9,15.8,58.6,17.7,59.1,18.37142857142857,57.55714285714286,10.200000000000001,19.8
2025-03-05,Greater Noida,19.8,57.7,12.8,0.0,64,3,0.8916401947968874,0.45274469960737107,19.9,53.9,19.6,59.9,15.8,58.6,18.25714285714286,57.0,10.214285714285714,22.2
2025-03-06,Greater Noida,22.2,59.0,11.8,0.0,65,3,0.8992961915530253,0.4373400963303323,19.8,57.7,19.9,53.9,19.6,59.9,18.785714285714285,57.92857142857143,10.4,22.6
2025-03-07,Greater Noida,22.6,60.5,7.1,0.0,66,3,0.9066860720977985,0.4218060770826634,22.2,59.0,19.8,57.7,19.9,53.9,19.657142857142855,58.38571428571429,10.085714285714287,20.9
2025-03-08,Greater Noida,20.9,53.8,8.8,0.0,67,3,0.9138076496466615,0.40614723863057883,22.6,60.5,22.2,59.0,19.8,57.7,20.114285714285717,57.628571428571426,10.085714285714285,18.4
2025-03-09,Greater Noida,18.4,55.5,8.8,0.0,68,3,0.9206588168102428,0.3903682146763026,20.9,53.8,22.6,60.5,22.2,59.0,20.485714285714288,57.185714285714276,10.185714285714285,22.5
2025-03-10,Greater Noida,22.5,45.9,9.7,0.0,69,3,0.9272375462179537,0.374473674486883,18.4,55.5,20.9,53.8,22.6,60.5,20.9,55.18571428571429,9.757142857142858,22.7
2025-03-11,Greater Noida,22.7,54.1,9.8,0.0,70,3,0.9335418911179212,0.35846832151248087,22.5,45.9,18.4,55.5,20.9,53.8,21.3,55.214285714285715,9.828571428571427,22.6
2025-03-12,Greater Noida,22.6,54.3,14.4,0.0,71,3,0.9395699859530622,0.342356891994542,22.7,54.1,22.5,45.9,18.4,55.5,21.699999999999996,54.72857142857142,10.057142857142859,23.8
2025-03-13,Greater Noida,23.8,52.2,8.4,0.0,72,3,0.945320046913132,0.3261441535642696,22.6,54.3,22.7,54.1,22.5,45.9,21.928571428571427,53.75714285714285,9.571428571428571,21.1
2025-03-14,Greater Noida,21.1,56.8,10.4,0.0,73,3,0.9507903724625832,0.3098349038318025,23.8,52.2,22.6,54.3,22.7,54.1,21.714285714285715,53.22857142857142,10.042857142857144,25.8
2025-03-15,Greater Noida,25.8,55.7,11.0,0.0,74,3,0.9559793438440766,0.2934339689665273,21.1,56.8,23.8,52.2,22.6,54.3,22.414285714285715,53.5,10.357142857142858,21.9
2025-03-16,Greater Noida,21.9,46.8,10.1,0.0,75,3,0.9608854255574977,0.27694620226893646,25.8,55.7,21.1,56.8,23.8,52.2,22.914285714285715,52.25714285714286,10.542857142857144,24.5
2025-03-17,Greater Noida,24.5,56.5,10.3,0.0,76,3,0.9655071658143364,0.2603764827344581,21.9,46.8,25.8,55.7,21.1,56.8,23.2,53.771428571428565,10.62857142857143,21.4
2025-03-18,Greater Noida,21.4,51.8,8.6,0.0,77,3,0.969843196967294,0.24372971360968387,24.5,56.5,21.9,46.8,25.8,55.7,23.014285714285716,53.44285714285714,10.457142857142857,22.7
2025-03-19,Greater Noida,22.7,57.3,10.4,0.0,78,3,0.9738922359149924,0.22701082094141847,21.4,51.8,24.5,56.5,21.9,46.8,23.02857142857143,53.871428571428574,9.885714285714286,26.4
2025-03-20,Greater Noida,26.4,50.1,11.0,0.0,79,3,0.9776530844816641,0.2102247521189836,22.7,57.3,21.4,51.8,24.5,56.5,23.400000000000002,53.57142857142857,10.257142857142856,24.1
2025-03-21,Greater Noida,24.1,55.2,10.8,0.0,80,3,0.981124629771712,0.19337647441020586,26.4,50.1,22.7,57.3,21.4,51.8,23.82857142857143,53.34285714285714,10.314285714285715,25.9
2025-03-22,Greater Noida,25.9,53.8,11.2,0.0,81,3,0.984305844499033,0.17647097349152166,24.1,55.2,26.4,50.1,22.7,57.3,23.842857142857145,53.07142857142857,10.342857142857143,25.4
2025-03-23,Greater Noida,25.4,56.0,12.5,0.0,82,3,0.9871957872910085,0.15951325197263655,25.9,53.8,24.1,55.2,26.4,50.1,24.342857142857138,54.385714285714286,10.685714285714285,25.1
2025-03-24,Greater Noida,25.1,55.1,11.8,0.0,83,3,0.9897936029670716,0.14250832791617088,25.4,56.0,25.9,53.8,24.1,55.2,24.428571428571427,54.18571428571429,10.900000000000002,27.4
2025-03-25,Greater Noida,27.4,53.4,10.5,0.0,84,3,0.992098522791769,0.12546123335273648,25.1,55.1,25.4,56.0,25.9,53.8,25.285714285714285,54.41428571428571,11.171428571428569,25.5
2025-03-26,Greater Noida,25.5,48.2,8.7,0.0,85,3,0.9941098647022418,0.10837701279187609,27.4,53.4,25.1,55.1,25.4,56.0,25.685714285714283,53.11428571428571,10.928571428571429,23.6
2025-03-27,Greater Noida,23.6,48.3,9.6,0.0,86,3,0.9958270335100595,0.09126072172931188,25.5,48.2,27.4,53.4,25.1,55.1,25.285714285714285,52.857142857142854,10.72857142857143,25.2
2025-03-28,Greater Noida,25.2,51.7,10.2,0.0,87,3,0.9972495210773451,0.07411742515094437,23.6,48.3,25.5,48.2,27.4,53.4,25.442857142857143,52.357142857142854,10.642857142857142,27.3
2025-03-29,Greater Noida,27.3,53.9,10.9,0.0,88,3,0.998376906467142,0.056952196034039754,25.2,51.7,23.6,48.3,25.5,48.2,25.642857142857142,52.371428571428574,10.6,27.4
2025-03-30,Greater Noida,27.4,51.3,9.8,0.0,89,3,0.9992088560679753,0.03977011384605572,27.3,53.9,25.2,51.7,23.6,48.3,25.928571428571427,51.7,10.214285714285714,24.9
2025-03-31,Greater Noida,24.9,56.1,9.2,0.0,90,3,0.9997451236925734,0.022576263041545485,27.4,51.3,27.3,53.9,25.2,51.7,25.9,51.84285714285714,9.842857142857143,26.3
2025-04-01,Greater Noida,26.3,52.3,8.8,0.0,91,4,0.9999855506507186,0.005375731557583884,24.9,56.1,27.4,51.3,27.3,53.9,25.742857142857144,51.68571428571429,9.6,26.8
2025-04-02,Greater Noida,26.8,49.5,8.1,0.0,92,4,0.9999300657962057,-0.011826390691832589,26.3,52.3,24.9,56.1,27.4,51.3,25.928571428571427,51.871428571428574,9.514285714285714,27.3
2025-04-03,Greater Noida,27.3,52.1,10.3,0.0,93,4,0.9995786855478958,-0.029025013321975237,26.8,49.5,26.3,52.3,24.9,56.1,26.457142857142856,52.41428571428572,9.614285714285714,26.2
2025-04-04,Greater Noida,26.2,54.0,8.5,0.0,94,4,0.9989315138848577,-0.046215046983708354,27.3,52.1,26.8,49.5,26.3,52.3,26.599999999999998,52.74285714285715,9.37142857142857,27.5
2025-04-05,Greater Noida,27.5,54.2,9.2,0.0,95,4,0.9979887423155984,-0.06339140486951038,26.2,54.0,27.3,52.1,26.8,49.5,26.628571428571426,52.785714285714285,9.128571428571428,27.6
2025-04-06,Greater Noida,27.6,60.3,10.1,0.0,96,4,0.9967506498213929,-0.08054900421874167,27.5,54.2,26.2,54.0,27.3,52.1,26.657142857142862,54.07142857142857,9.171428571428569,29.9
2025-04-07,Greater Noida,29.9,50.0,8.7,0.0,97,4,0.9952176027737294,-0.09768276782171598,27.6,60.3,27.5,54.2,26.2,54.0,27.37142857142857,53.2,9.1,30.2
2025-04-08,Greater Noida,30.2,52.2,11.3,0.0,98,4,0.9933900548258936,-0.11478762552212701,29.9,50.0,27.6,60.3,27.5,54.2,27.928571428571427,53.18571428571429,9.457142857142857,29.1
2025-04-09,Greater Noida,29.1,54.1,11.9,8.5,99,4,0.9912685467787256,-0.13185851571739118,30.2,52.2,29.9,50.0,27.6,60.3,28.25714285714286,53.84285714285714,10.0,26.0
2025-04-10,Greater Noida,26.0,52.2,10.0,0.0,100,4,0.9888537064205885,-0.1488903868564548,29.1,54.1,30.2,52.2,29.9,50.0,28.071428571428573,53.857142857142854,9.957142857142857,30.0
2025-04-11,Greater Noida,30.0,50.2,10.2,0.0,101,4,0.986146248341595,-0.16587819893463143,26.0,52.2,29.1,54.1,30.2,52.2,28.614285714285717,53.31428571428571,10.2,28.9
2025-04-12,Greater Noida,28.9,45.9,11.6,0.0,102,4,0.9831469737221499,-0.1828169249850199,30.0,50.2,26.0,52.2,29.1,54.1,28.814285714285717,52.128571428571426,10.542857142857143,28.7
2025-04-13,Greater Noida,28.7,49.9,9.8,0.0,103,4,0.9798567700958665,-0.1997015525660636,28.9,45.9,30.0,50.2,26.0,52.2,28.971428571428568,50.642857142857146,10.5,29.2
2025-04-14,Greater Noida,29.2,47.6,9.7,0.0,104,4,0.9762766110869321,-0.21652708524481437,28.7,49.9,28.9,45.9,30.0,50.2,28.871428571428574,50.3,10.642857142857142,29.9
2025-04-15,Greater Noida,29.9,44.8,12.7,4.8,105,4,0.9724075561219968,-0.23328854407545518,29.2,47.6,28.7,49.9,28.9,45.9,28.828571428571426,49.24285714285714,10.842857142857143,29.4
2025-04-16,Greater Noida,29.4,48.5,12.2,0.0,106,4,0.9682507501166718,-0.2499809690726521,29.9,44.8,29.2,47.6,28.7,49.9,28.87142857142857,48.44285714285714,10.885714285714284,31.5
2025-04-17,Greater Noida,31.5,47.4,11.8,0.0,107,4,0.9638074231367307,-0.26659942067929354,29.4,48.5,29.9,44.8,29.2,47.6,29.657142857142855,47.75714285714285,11.142857142857142,32.5
2025-04-18,Greater Noida,32.5,53.8,12.3,0.0,108,4,0.9590788900341131,-0.28313898122818354,31.5,47.4,29.4,48.5,29.9,44.8,30.014285714285712,48.271428571428565,11.442857142857145,29.5
2025-04-19,Greater Noida,29.5,53.8,8.0,0.0,109,4,0.9540665500578387,-0.2995947563972602,32.5,53.8,31.5,47.4,29.4,48.5,30.099999999999998,49.4,10.928571428571429,32.0
2025-04-20,Greater Noida,32.0,47.7,13.0,0.0,110,4,0.9487718864399473,-0.31596187665790293,29.5,53.8,32.5,53.8,31.5,47.4,30.571428571428573,49.08571428571428,11.385714285714286,31.8
2025-04-21,Greater Noida,31.8,50.2,11.5,0.0,111,4,0.9431964659565866,-0.33223549871590435,32.0,47.7,29.5,53.8,32.5,53.8,30.942857142857147,49.45714285714286,11.642857142857142,32.8
2025-04-22,Greater Noida,32.8,43.7,12.5,0.0,112,4,0.9373419384643772,-0.3484108069446808,31.8,50.2,32.0,47.7,29.5,53.8,31.357142857142858,49.300000000000004,11.614285714285716,32.6
2025-04-23,Greater Noida,32.6,49.1,11.6,0.0,113,4,0.9312100364121947,-0.3644830148102912,32.8,43.7,31.8,50.2,32.0,47.7,31.814285714285713,49.385714285714286,11.528571428571428,30.8
2025-04-24,Greater Noida,30.8,52.6,11.0,20.8,114,4,0.9248025743285089,-0.38044736628785164,32.6,49.1,32.8,43.7,31.8,50.2,31.714285714285715,50.128571428571426,11.414285714285715,22.7
2025-04-25,Greater Noida,22.7,54.3,10.6,0.0,115,4,0.9181214482844365,-0.39629913726891813,30.8,52.6,32.6,49.1,32.8,43.7,30.314285714285713,50.2,11.171428571428569,33.3
2025-04-26,Greater Noida,33.3,48.0,11.5,0.0,116,4,0.9111686353326631,-0.41203363695942635,22.7,54.3,30.8,52.6,32.6,49.1,30.857142857142858,49.371428571428574,11.671428571428569,34.9
2025-04-27,Greater Noida,34.9,55.1,10.5,0.0,117,4,0.9039461929224011,-0.42764620926777464,33.3,48.0,22.7,54.3,30.8,52.6,31.27142857142857,50.42857142857143,11.314285714285713,30.5
2025-04-28,Greater Noida,30.5,44.7,12.3,0.0,118,4,0.8964562582905575,-0.44313223418263453,34.9,55.1,33.3,48.0,22.7,54.3,31.085714285714282,49.642857142857146,11.428571428571429,34.3
2025-04-29,Greater Noida,34.3,45.8,8.6,0.0,119,4,0.8887010478292915,-0.45848712914008766,30.5,44.7,34.9,55.1,33.3,48.0,31.3,49.942857142857136,10.87142857142857,35.7
2025-04-30,Greater Noida,35.7,53.6,10.2,0.0,120,4,0.8806828564301475,-0.47370635037968,34.3,45.8,30.5,44.7,34.9,55.1,31.74285714285714,50.58571428571429,10.671428571428573,34.0
2025-05-01,Greater Noida,34.0,57.4,14.1,0.0,121,5,0.8724040568049612,-0.48878539428899265,35.7,53.6,34.3,45.8,30.5,44.7,32.199999999999996,51.271428571428565,11.114285714285714,35.2
2025-05-02,Greater Noida,35.2,52.7,10.1,0.0,122,5,0.8638670987837349,-0.503719798736334,34.0,57.4,35.7,53.6,34.3,45.8,33.98571428571429,51.042857142857144,11.042857142857143,33.6
2025-05-03,Greater Noida,33.6,50.6,10.6,0.0,123,5,0.8550745085896932,-0.518505144391157,35.2,52.7,34.0,57.4,35.7,53.6,34.028571428571425,51.41428571428571,10.914285714285715,34.7
2025-05-04,Greater Noida,34.7,41.9,9.7,0.0,124,5,0.8460288880917339,-0.533137056031809,33.6,50.6,35.2,52.7,34.0,57.4,34.00000000000001,49.52857142857143,10.8,32.7
2025-05-05,Greater Noida,32.7,42.6,11.5,0.0,125,5,0.8367329140344921,-0.5476112038402312,34.7,41.9,33.6,50.6,35.2,52.7,34.31428571428571,49.22857142857142,10.685714285714285,31.9
2025-05-06,Greater Noida,31.9,45.95,11.1,21.9,126,5,0.8271893372462497,-0.5619233046832195,32.7,42.6,34.7,41.9,33.6,50.6,33.971428571428575,49.25,11.042857142857143,28.2
2025-05-07,Greater Noida,28.2,49.3,10.7,0.0,127,5,0.8174009818249189,-0.5760691233798758,31.9,45.95,32.7,42.6,34.7,41.9,32.9,48.635714285714286,11.114285714285714,34.2
2025-05-08,Greater Noida,34.2,46.4,12.3,0.0,128,5,0.8073707443023492,-0.5900444739548627,28.2,49.3,31.9,45.95,32.7,42.6,32.92857142857143,47.064285714285724,10.857142857142858,35.1
2025-05-09,Greater Noida,35.1,51.1,9.9,0.0,129,5,0.7971015927871943,-0.6038452208771035,34.2,46.4,28.2,49.3,31.9,45.95,32.91428571428572,46.83571428571428,10.828571428571427,34.0
2025-05-10,Greater Noida,34.0,51.3,12.1,0.0,130,5,0.7865965660866021,-0.6174672802835514,35.1,51.1,34.2,46.4,28.2,49.3,32.971428571428575,46.93571428571429,11.042857142857143,34.1
2025-05-11,Greater Noida,34.1,54.7,12.2,0.0,131,5,0.7758587728069828,-0.6309066211876704,34.0,51.3,35.1,51.1,34.2,46.4,32.885714285714286,48.76428571428571,11.4,36.0
2025-05-12,Greater Noida,36.0,51.6,12.5,16.4,132,5,0.7648913904341226,-0.6441592666722685,34.1,54.7,34.0,51.3,35.1,51.1,33.357142857142854,50.050000000000004,11.542857142857143,26.9
2025-05-13,Greater Noida,26.9,56.0,11.2,0.0,133,5,0.753697664392914,-0.6572212950663319,36.0,51.6,34.1,54.7,34.0,51.3,32.642857142857146,51.48571428571428,11.557142857142859,37.1
2025-05-14,Greater Noida,37.1,51.2,15.8,0.0,134,5,0.742280907086982,-0.6700888411055113,26.9,56.0,36.0,51.6,34.1,54.7,33.91428571428572,51.75714285714286,12.285714285714286,37.3
2025-05-15,Greater Noida,37.3,50.8,12.5,0.0,135,5,0.7306444969184916,-0.6827580970759147,37.1,51.2,26.9,56.0,36.0,51.6,34.357142857142854,52.385714285714286,12.314285714285715,37.3
2025-05-16,Greater Noida,37.3,55.6,11.4,0.0,136,5,0.7187918772884232,-0.6952253139408722,37.3,50.8,37.1,51.2,26.9,56.0,34.67142857142857,53.02857142857143,12.528571428571427,37.3
2025-05-17,Greater Noida,37.3,47.6,9.6,18.2,137,5,0.7067265555776158,-0.7074868024503348,37.3,55.6,37.3,50.8,37.1,51.2,35.142857142857146,52.5,12.171428571428573,30.8
2025-05-18,Greater Noida,30.8,62.9,10.7,4.6,138,5,0.6944521021088763,-0.719538934232584,37.3,47.6,37.3,55.6,37.3,50.8,34.67142857142857,53.67142857142858,11.957142857142857,35.8
2025-05-19,Greater Noida,35.8,53.2,13.0,0.0,139,5,0.6819721490904629,-0.7313781428679254,30.8,62.9,37.3,47.6,37.3,55.6,34.64285714285714,53.9,12.028571428571428,37.3
2025-05-20,Greater Noida,37.3,53.4,13.4,0.0,140,5,0.6692903895412567,-0.7430009249440493,35.8,53.2,30.8,62.9,37.3,47.6,36.128571428571426,53.528571428571425,12.342857142857142,39.1
2025-05-21,Greater Noida,39.1,54.1,13.0,0.0,141,5,0.6564105761979381,-0.7544038410927472,37.3,53.4,35.8,53.2,30.8,62.9,36.41428571428571,53.94285714285714,11.942857142857141,39.4
2025-05-22,Greater Noida,39.4,59.7,12.0,0.0,142,5,0.6433365204044917,-0.765583517007675,39.1,54.1,37.3,53.4,35.8,53.2,36.714285714285715,55.214285714285715,11.87142857142857,35.8
2025-05-23,Greater Noida,35.8,55.5,8.9,0.0,143,5,0.6300720909843687,-0.7765366444428655,39.4,59.7,39.1,54.1,37.3,53.4,36.49999999999999,55.199999999999996,11.514285714285714,37.5
2025-05-24,Greater Noida,37.5,46.1,11.5,0.0,144,5,0.6166212130956382,-0.7872599821916922,35.8,55.5,39.4,59.7,39.1,54.1,36.528571428571425,54.98571428571429,11.785714285714286,39.9
2025-05-25,Greater Noida,39.9,58.3,8.9,15.3,145,5,0.6029878670694714,-0.7977503570459932,37.5,46.1,35.8,55.5,39.4,59.7,37.82857142857142,54.32857142857142,11.528571428571427,30.3
2025-05-26,Greater Noida,30.3,51.6,8.5,0.0,146,5,0.5891760872322963,-0.8080046647350754,39.9,58.3,37.5,46.1,35.8,55.5,37.042857142857144,54.1,10.885714285714284,38.5
2025-05-27,Greater Noida,38.5,53.6,11.1,0.0,147,5,0.5751899607119775,-0.8180198708443175,30.3,51.6,39.9,58.3,37.5,46.1,37.214285714285715,54.12857142857143,10.557142857142859,38.0
2025-05-28,Greater Noida,38.0,48.2,11.5,0.0,148,5,0.5610336262283677,-0.8277930117131022,38.5,53.6,30.3,51.6,39.9,58.3,37.05714285714286,53.285714285714285,10.342857142857143,37.9
2025-05-29,Greater Noida,37.9,55.7,12.0,2.8,149,5,0.5467112728685939,-0.8373211953118121,38.0,48.2,38.5,53.6,30.3,51.6,36.84285714285715,52.714285714285715,10.342857142857143,38.9
2025-05-30,Greater Noida,38.9,51.2,11.4,14.1,150,5,0.5322271388474397,-0.8466016020976267,37.9,55.7,38.0,48.2,38.5,53.6,37.285714285714285,52.1,10.700000000000001,35.3
2025-05-31,Greater Noida,35.3,54.5,11.4,4.5,151,5,0.5175855102531889,-0.8556314858488706,38.9,51.2,37.9,55.7,38.0,48.2,36.971428571428575,53.3,10.685714285714285,38.7
2025-06-01,Greater Noida,38.7,53.2,10.9,0.0,152,6,0.5027907197793043,-0.8644081744776648,35.3,54.5,38.9,51.2,37.9,55.7,36.800000000000004,52.57142857142858,10.971428571428573,38.9
2025-06-02,Greater Noida,38.9,62.3,10.4,17.5,153,6,0.4878471454423119,-0.8729290708206411,38.7,53.2,35.3,54.5,38.9,51.2,38.028571428571425,54.1,11.242857142857144,29.4
2025-06-03,Greater Noida,29.4,62.8,8.3,0.0,154,6,0.47275920928627757,-0.881191653407483,38.9,62.3,38.7,53.2,35.3,54.5,36.728571428571435,55.41428571428571,10.842857142857143,39.7
2025-06-04,Greater Noida,39.7,55.3,7.5,8.4,155,6,0.4575313760742512,-0.8891934772070711,29.4,62.8,38.9,62.3,38.7,53.2,36.971428571428575,56.42857142857143,10.271428571428572,40.1
2025-06-05,Greater Noida,40.1,55.6,11.6,14.4,156,6,0.44216815196707204,-0.8969321743510065,39.7,55.3,29.4,62.8,38.9,62.3,37.285714285714285,56.41428571428571,10.214285714285714,33.6
2025-06-06,Greater Noida,33.6,54.2,9.3,28.6,157,6,0.42667408318992467,-0.9044054548343001,40.1,55.6,39.7,55.3,29.4,62.8,36.528571428571425,56.84285714285715,9.914285714285715,31.1
2025-06-07,Greater Noida,31.1,60.4,11.7,40.3,158,6,0.4110537546870351,-0.9116111071930239,33.6,54.2,40.1,55.6,39.7,55.3,35.92857142857143,57.68571428571429,9.957142857142857,29.6
2025-06-08,Greater Noida,29.6,55.0,12.1,0.0,159,6,0.3953117887649151,-0.9185469991587165,31.1,60.4,33.6,54.2,40.1,55.6,34.628571428571426,57.942857142857136,10.128571428571428,40.1
2025-06-09,Greater Noida,40.1,54.9,9.4,29.1,160,6,0.37945284372454435,-0.925211078289358,29.6,55.0,31.1,60.4,33.6,54.2,34.8,56.88571428571429,9.985714285714286,30.9
2025-06-10,Greater Noida,30.9,60.8,11.2,6.1,161,6,0.36348161248290634,-0.9316013725767187,40.1,54.9,29.6,55.0,31.1,60.4,35.01428571428571,56.6,10.4,37.4
2025-06-11,Greater Noida,37.4,55.1,9.3,9.6,162,6,0.3474028211842774,-0.9377159910299093,30.9,60.8,40.1,54.9,29.6,55.0,34.68571428571429,56.57142857142857,10.657142857142857,38.0
2025-06-12,Greater Noida,38.0,57.4,7.5,16.0,163,6,0.3312212278016865,-0.9435531242349544,37.4,55.1,30.9,60.8,40.1,54.9,34.385714285714286,56.82857142857142,10.071428571428571,31.2
2025-06-13,Greater Noida,31.2,51.5,10.4,0.0,164,6,0.31494162072895193,-0.9491110448902284,38.0,57.4,37.4,55.1,30.9,60.8,34.042857142857144,56.442857142857136,10.22857142857143,41.0
2025-06-14,Greater Noida,41.0,61.0,9.5,0.0,165,6,0.2985688173637202,-0.9543881083175908,31.2,51.5,38.0,57.4,37.4,55.1,35.457142857142856,56.528571428571425,9.914285714285715,36.2
2025-06-15,Greater Noida,36.2,66.3,9.5,27.1,166,6,0.2821076626819194,-0.9593827529490743,41.0,61.0,31.2,51.5,38.0,57.4,36.4,58.142857142857146,9.542857142857143,33.2
2025-06-16,Greater Noida,33.2,61.7,13.1,0.0,167,6,0.26556302780405594,-0.9640935007889755,36.2,66.3,41.0,61.0,31.2,51.5,35.41428571428572,59.114285714285714,10.071428571428571,40.0
2025-06-17,Greater Noida,40.0,65.0,7.8,0.0,168,6,0.24893980855376657,-0.9685189578512204,33.2,61.7,36.2,66.3,41.0,61.0,36.714285714285715,59.714285714285715,9.585714285714285,41.0
2025-06-18,Greater Noida,41.0,56.1,10.6,0.0,169,6,0.23224292400907015,-0.9726578145718654,40.0,65.0,33.2,61.7,36.2,66.3,37.228571428571435,59.857142857142854,9.771428571428572,37.8
2025-06-19,Greater Noida,37.8,60.8,8.5,0.0,170,6,0.21547731504673012,-0.976508846196619,41.0,56.1,40.0,65.0,33.2,61.7,37.199999999999996,60.34285714285715,9.914285714285715,38.4
2025-06-20,Greater Noida,38.4,56.4,11.3,10.2,171,6,0.19864794288017112,-0.9800709131432666,37.8,60.8,41.0,56.1,40.0,65.0,38.228571428571435,61.042857142857144,10.042857142857143,36.7
2025-06-21,Greater Noida,36.7,59.6,10.4,0.0,172,6,0.18175978759137534,-0.9833429613388902,38.4,56.4,37.8,60.8,41.0,56.1,37.614285714285714,60.84285714285715,10.171428571428573,39.5
